category_enc,supplier_enc,days_to_expiry,current_stock,stock_status,sales_velocity_7d,wastage_count_90d,turnover_rate,unit_cost,stock_cover_days,expiring_soon,risk_score
6,6,194,51,0,0.0,14,4.55,320.17,999.0,0,0.39434367861310926
1,4,328,20,1,0.0,9,3.16,170.86,999.0,0,0.3706357678813758
6,1,289,246,0,0.0,5,0.95,450.6,999.0,0,0.3249195583746242
0,4,151,220,0,0.0,5,0.51,134.43,999.0,0,0.38889203453156557
5,5,226,31,0,22.99,5,2.06,244.67,1.35,0,0.2322334282272454
7,2,128,58,0,0.0,13,2.09,520.84,999.0,0,0.5070247660858191
7,1,332,379,2,0.0,9,0.59,251.38,999.0,0,0.5888813443878195
6,7,311,369,2,0.0,4,4.32,96.91,999.0,0,0.46243318182362064
6,7,112,479,2,1.99,15,1.88,472.09,240.81,0,0.5199145227508
1,2,16,313,2,0.0,5,3.23,382.26,999.0,1,0.7525299605230962
4,3,287,541,2,3.46,12,3.43,574.46,156.53,0,0.45826563508071694
6,6,250,276,2,19.16,12,3.62,24.73,14.4,0,0.521921219359871
6,3,290,80,0,24.67,3,3.24,158.82,3.24,0,0.13609026650026804
4,0,352,288,2,19.75,14,1.67,285.66,14.58,0,0.48432776195201926
5,4,140,351,2,18.16,13,0.38,368.91,19.33,0,0.4850068828507442
2,7,142,56,0,0.0,7,3.67,560.32,999.0,0,0.3398195747117819
0,3,230,559,2,0.0,7,1.88,323.45,999.0,0,0.52579960752366
1,0,287,381,2,13.37,14,0.0,437.36,28.49,0,0.5128855594230682
1,3,295,220,0,0.0,10,2.36,570.18,999.0,0,0.5105028551327804
7,4,396,403,2,0.0,15,4.67,58.89,999.0,0,0.5983906279635096
6,6,375,450,2,18.37,2,2.42,154.81,24.5,0,0.20117554160857543
6,3,274,122,0,0.0,4,4.47,257.84,999.0,0,0.23436554868653978
6,4,14,258,2,10.06,8,3.4,282.45,25.65,1,0.7393278509790915
3,6,153,275,2,0.0,8,5.79,396.91,999.0,0,0.5204717020718921
2,1,335,476,2,0.0,1,5.09,426.37,999.0,0,0.3656844225505328
3,4,260,167,0,0.0,5,4.94,226.1,999.0,0,0.3530190620291125
5,0,148,363,2,9.98,13,3.59,42.24,36.36,0,0.4395557349334146
2,3,97,91,0,19.64,4,4.84,28.46,4.63,0,0.13068606414706274
1,5,327,467,2,8.18,4,2.77,320.02,57.12,0,0.3551271930744702
1,2,246,459,2,0.0,7,1.36,500.8,999.0,0,0.506306738738996
4,2,11,95,0,13.79,10,2.69,578.63,6.89,1,0.5800769004948458
2,5,28,424,2,0.0,6,0.47,198.01,999.0,1,0.7996827069354063
7,3,343,184,0,15.96,4,1.27,388.03,11.53,0,0.14936319342504883
5,4,220,65,0,0.0,7,4.57,334.15,999.0,0,0.38249128512634856
6,7,346,177,0,10.89,1,0.46,369.16,16.25,0,0.1223814017846839
2,1,154,215,0,0.0,10,5.26,391.56,999.0,0,0.5090661732973168
5,6,65,545,2,16.71,0,2.98,594.05,32.62,0,0.12015891120048328
3,4,365,465,2,0.0,7,4.43,169.24,999.0,0,0.45920409297633047
4,1,258,324,2,0.0,8,0.31,220.55,999.0,0,0.6256226884116324
4,6,365,359,2,0.0,12,3.7,403.89,999.0,0,0.6273618105924937
1,1,320,357,2,19.28,6,3.84,110.21,18.51,0,0.33060814165235186
0,3,61,323,2,13.38,9,1.37,463.02,24.14,0,0.49190864215814534
4,2,281,16,1,17.2,0,0.37,594.1,0.93,0,0.08887169606277384
3,1,295,363,2,0.0,15,3.36,160.9,999.0,0,0.6556618993150939
5,3,298,27,0,0.0,8,3.8,462.87,999.0,0,0.3511002585401475
2,2,199,145,0,0.63,11,4.61,233.26,231.0,0,0.3315430312806515
6,2,259,308,2,15.17,12,4.78,445.28,20.3,0,0.4831086464640784
3,3,305,248,0,15.06,6,0.43,355.44,16.47,0,0.22693878694219471
5,7,281,450,2,0.0,0,4.07,348.2,999.0,0,0.287875628036359
3,7,266,203,0,0.0,13,4.88,386.07,999.0,0,0.4806215886985127
4,6,388,18,1,20.81,10,5.21,111.27,0.86,0,0.3283258134236169
6,7,2,214,0,22.81,3,5.64,488.2,9.38,1,0.40690892861537825
5,7,169,54,0,0.0,4,0.21,218.01,999.0,0,0.347487810157302
2,0,130,409,2,0.0,14,5.89,140.73,999.0,0,0.5525043621356375
6,4,273,257,2,12.0,6,3.68,44.03,21.42,0,0.3377446574829107
4,4,7,489,2,0.0,15,0.48,334.02,999.0,1,0.9255275478343504
0,1,35,185,0,0.0,12,2.93,124.29,999.0,0,0.49173560259079696
1,6,317,258,2,23.2,2,5.87,470.44,11.12,0,0.2210767775909086
6,4,248,67,0,24.78,7,2.08,276.92,2.7,0,0.24443600293994164
2,0,279,253,2,0.0,0,3.91,63.64,999.0,0,0.276350751590777
3,2,47,338,2,0.0,1,5.03,305.53,999.0,0,0.2703358700341033
6,6,365,274,2,0.0,12,0.15,192.12,999.0,0,0.6509381135567693
3,1,204,502,2,0.0,9,2.29,448.9,999.0,0,0.6362590552694553
7,1,20,389,2,1.21,1,2.58,576.45,322.53,1,0.47042769040892474
7,2,38,261,2,0.0,1,0.36,113.35,999.0,0,0.36057803503319147
4,7,318,545,2,0.0,3,2.74,446.21,999.0,0,0.4180875037229414
4,7,327,438,2,18.5,14,4.54,280.92,23.67,0,0.43255459298467613
3,3,205,472,2,21.77,8,4.61,560.37,21.68,0,0.4832597954420305
0,3,381,494,2,13.23,10,0.97,467.13,37.34,0,0.4956292202204773
4,5,110,198,0,0.0,0,1.58,494.34,999.0,0,0.11089167060796068
7,0,2,24,1,3.85,11,2.03,279.07,6.24,1,0.5942784689180008
6,4,365,91,0,0.0,4,2.05,80.38,999.0,0,0.3004528239535667
2,3,27,197,0,21.07,5,0.54,484.87,9.35,1,0.44949788245479416
6,3,351,254,2,0.0,8,3.32,584.55,999.0,0,0.5836428585981719
0,6,356,80,0,2.68,0,1.82,427.21,29.82,0,0.0
6,5,349,475,2,0.0,2,0.6,278.23,999.0,0,0.39430247193955686
1,0,290,543,2,22.5,13,5.4,585.02,24.13,0,0.539543115229117
2,1,171,155,0,23.3,6,4.97,281.93,6.65,0,0.17072298182174114
7,0,203,546,2,10.26,8,2.52,448.14,53.22,0,0.40285638883785896
4,7,121,358,2,21.87,13,3.3,214.7,16.37,0,0.5062955887317182
4,2,176,176,0,7.94,12,3.23,504.07,22.17,0,0.3668095064414171
7,7,386,226,0,17.01,2,2.33,542.3,13.28,0,0.03808079256822492
2,3,337,491,2,0.0,3,1.59,440.21,999.0,0,0.4318214199081373
5,0,348,450,2,0.0,11,3.86,465.23,999.0,0,0.6245182007043847
6,3,73,228,0,1.45,15,5.47,107.55,157.36,0,0.3961278545180061
6,1,360,93,0,9.03,7,1.38,471.11,10.29,0,0.2868274920206171
1,6,65,593,2,0.0,13,1.11,446.36,999.0,0,0.6110626394335235
5,6,204,54,0,0.0,0,5.82,353.9,999.0,0,0.07695821018638534
1,3,135,204,0,0.0,13,1.5,272.37,999.0,0,0.4173484084240051
7,7,316,254,2,0.0,9,5.41,171.14,999.0,0,0.6024598395446579
7,6,74,96,0,20.02,9,1.45,378.0,4.8,0,0.29232594582418464
4,2,309,205,0,0.0,9,3.13,34.02,999.0,0,0.46430796696234083
2,5,54,430,2,0.0,9,2.09,325.2,999.0,0,0.5365238024988417
2,7,245,210,0,0.0,10,3.13,95.77,999.0,0,0.5022257273951116
7,6,207,228,0,6.65,3,3.74,585.34,34.29,0,0.15507424293664965
4,7,218,349,2,0.0,9,2.41,374.3,999.0,0,0.5799252751454207
5,1,212,182,0,1.66,2,2.77,163.57,109.42,0,0.13652088426683878
2,4,168,266,2,0.0,10,0.04,33.35,999.0,0,0.6849639674723573
7,4,350,340,2,0.0,15,2.5,201.19,999.0,0,0.6051554195740733
4,1,116,558,2,0.0,5,2.74,46.95,999.0,0,0.45429298619004344
3,3,180,293,2,0.0,8,2.17,186.42,999.0,0,0.600416739466912
1,6,8,193,0,0.0,9,0.65,265.87,999.0,1,0.7716745724485286
4,6,55,268,2,0.0,1,3.92,189.88,999.0,0,0.3551050829253877
3,1,323,173,0,0.0,10,3.12,183.4,999.0,0,0.5279895993129867
0,1,69,469,2,0.0,14,5.88,424.44,999.0,0,0.6597433429852337
6,5,100,4,1,0.0,14,1.69,302.72,999.0,0,0.49920644039853834
4,0,270,2,1,0.0,5,1.0,388.42,999.0,0,0.33348780536950184
4,1,310,398,2,8.14,1,0.93,347.73,48.87,0,0.2006572715923594
4,5,65,425,2,16.0,4,3.15,558.7,26.56,0,0.26656033106160437
6,5,215,182,0,0.0,0,3.33,231.73,999.0,0,0.155249982499234
1,0,4,253,2,0.0,6,2.74,109.19,199132.58,1,0.7186490862345336
7,2,371,158,0,0.0,0,2.73,55.62,999.0,0,0.19304448146437997
1,6,293,174,0,0.0,14,2.27,395.57,999.0,0,0.4300801915939287
5,4,36,356,2,0.0,1,2.67,506.27,999.0,0,0.3434757787240462
2,7,376,137,0,0.0,9,5.09,560.66,999.0,0,0.43746449538344695
6,3,171,550,2,0.0,9,3.5,428.02,999.0,0,0.5648531357052027
7,4,316,331,2,0.0,1,3.66,467.32,999.0,0,0.3515769076612899
3,5,186,537,2,12.6,4,5.35,396.69,42.61,0,0.2695053499341032
3,1,223,83,0,0.0,11,1.93,547.96,999.0,0,0.4485899693063007
3,0,358,153,0,0.0,8,4.32,368.84,999.0,0,0.4369596676144889
4,1,220,479,2,0.0,1,1.12,365.56,999.0,0,0.3719728034508437
1,4,169,269,2,0.0,2,3.37,377.27,999.0,0,0.30851876652825416
2,4,173,528,2,7.52,8,3.52,44.9,70.2,0,0.37129337666301465
2,6,95,565,2,22.78,11,4.41,507.37,24.8,0,0.5476061033176823
7,2,11,57,0,0.0,11,2.74,31.98,999.0,1,0.7383814122409604
7,4,108,329,2,0.0,4,1.98,596.79,999.0,0,0.466556894985586
5,6,257,25,0,17.56,13,4.91,442.77,1.42,0,0.2901723364924862
5,1,66,216,0,0.0,8,4.22,190.17,999.0,0,0.42346259419431526
4,7,348,38,0,0.12,3,3.43,43.08,325.57,0,0.17355295841474225
7,2,158,275,2,0.0,11,4.85,294.36,999.0,0,0.6081509180941043
2,4,273,490,2,12.11,12,1.46,540.79,40.46,0,0.4365232458209324
3,5,226,135,0,0.0,3,5.15,411.11,999.0,0,0.17043442706714582
6,3,137,471,2,0.0,0,4.92,535.84,999.0,0,0.246153760295117
2,2,100,15,1,7.9,11,2.74,144.58,1.9,0,0.3832587255473115
6,2,257,491,2,9.45,11,4.37,221.29,51.94,0,0.469823571302524
6,5,197,553,2,9.0,12,1.6,581.29,61.43,0,0.4872343997882097
2,6,159,522,2,0.0,1,0.31,121.94,999.0,0,0.33197682853373184
6,4,175,255,2,5.97,11,0.82,173.99,42.74,0,0.5125056875996407
4,4,234,6,1,0.0,9,2.23,210.79,999.0,0,0.4474227201214167
3,3,247,41,0,10.68,3,5.12,323.09,3.84,0,0.13686457049301404
1,3,274,451,2,21.39,11,1.95,182.06,21.09,0,0.4513797240628598
1,3,127,155,0,7.22,14,4.31,66.97,21.47,0,0.290697042519528
1,6,227,471,2,0.0,12,0.31,173.13,999.0,0,0.6524619543365672
0,5,310,158,0,10.96,7,4.11,352.6,14.41,0,0.22655649072259262
4,3,326,313,2,19.39,6,4.29,262.39,16.14,0,0.3489154804633736
1,7,236,392,2,7.68,1,3.24,129.65,51.05,0,0.23672982670513837
6,5,84,68,0,22.63,1,3.84,36.06,3.0,0,0.0405543121639332
1,2,215,20,1,9.26,9,0.37,545.88,2.16,0,0.40248994981042946
4,5,319,376,2,13.44,13,3.44,237.11,27.97,0,0.5345161704778446
1,2,213,528,2,0.0,15,3.11,281.59,999.0,0,0.575164546766158
3,5,298,314,2,0.0,8,1.97,435.75,999.0,0,0.5102184878973136
5,0,384,185,0,7.22,15,0.47,78.94,25.61,0,0.3573705868360611
2,7,139,212,0,8.32,4,3.09,258.76,25.47,0,0.11405572059376423
0,2,106,102,0,0.0,4,3.15,63.08,999.0,0,0.31347492329508586
0,7,199,237,0,20.76,6,1.25,414.24,11.42,0,0.16224717645179437
6,3,126,375,2,0.0,12,3.83,363.6,999.0,0,0.6156739267682758
7,0,88,338,2,3.77,2,1.61,391.1,89.69,0,0.2613034225950507
5,1,244,133,0,16.24,11,0.26,443.53,8.19,0,0.4148604665392326
4,5,87,397,2,0.0,7,2.0,399.98,999.0,0,0.47245181692592464
2,4,19,327,2,23.19,7,0.27,255.25,14.1,1,0.6523130464853452
1,3,314,17,1,0.11,4,2.84,510.47,159.33,0,0.117815648969699
4,0,260,503,2,0.89,13,3.37,543.5,562.63,0,0.5691167831402675
3,3,172,374,2,23.75,7,3.05,362.24,15.75,0,0.3415967817239307
2,4,108,577,2,19.45,12,3.48,44.56,29.67,0,0.5349076125132168
5,7,365,213,0,0.0,0,2.77,584.68,999.0,0,0.20633431982318184
6,6,1,591,2,0.0,9,1.51,533.0,999.0,1,0.8424324776764748
1,7,162,15,1,8.33,11,4.69,319.18,1.8,0,0.381839479159068
0,6,166,547,2,23.33,4,0.98,118.16,23.44,0,0.26048858926137064
4,3,10,62,0,0.0,3,5.2,499.44,999.0,1,0.5483091860685086
7,1,379,252,2,0.0,10,3.55,461.83,999.0,0,0.6456363804366418
1,4,368,150,0,0.0,12,0.65,493.12,999.0,0,0.4298411648487111
6,1,139,2,1,0.0,9,5.58,192.81,999.0,0,0.37547711503021225
2,2,148,245,0,0.0,4,4.64,52.32,999.0,0,0.2212675234346176
3,2,230,539,2,0.0,5,1.59,156.76,999.0,0,0.3973646276957039
7,1,366,238,0,0.0,10,5.84,87.61,999.0,0,0.5229177276653294
6,2,302,287,2,22.36,13,4.41,483.91,12.84,0,0.46430520479917936
7,7,297,371,2,0.0,8,0.02,129.75,999.0,0,0.6021983728658693
0,0,201,251,2,0.0,12,0.33,301.39,999.0,0,0.59938262789146
1,5,217,481,2,0.0,13,0.41,452.61,999.0,0,0.6831715626725132
3,6,96,149,0,7.29,14,5.19,133.38,20.45,0,0.3771538487743538
2,4,100,514,2,3.9,13,1.0,112.79,131.63,0,0.45244640809618947
2,3,101,534,2,0.0,6,3.0,558.12,999.0,0,0.4431922109620606
2,3,173,28,0,9.62,0,4.63,519.84,2.91,0,0.004952188360128576
0,1,143,306,2,1.86,10,5.55,127.6,164.49,0,0.5684817312552148
4,5,199,453,2,0.0,7,5.43,424.46,999.0,0,0.49581432697290684
4,6,81,193,0,4.92,8,0.68,555.42,39.26,0,0.3419832715724499
3,3,367,534,2,11.17,2,4.39,487.84,47.81,0,0.24712915476110434
5,3,391,33,0,14.48,10,3.37,229.62,2.28,0,0.33146790092515577
2,5,245,132,0,0.0,0,0.03,22.6,999.0,0,0.15920191458749963
1,6,309,310,2,12.57,12,4.09,185.37,24.65,0,0.5162914630443809
5,2,381,100,0,0.0,11,5.72,240.88,999.0,0,0.4335669261586723
6,2,341,142,0,0.0,5,2.0,95.51,999.0,0,0.3119805690964902
4,1,57,63,0,22.3,11,4.43,123.2,2.82,0,0.3263937774107963
1,2,217,417,2,0.0,8,5.7,448.6,999.0,0,0.5542109019776849
4,7,19,254,2,5.01,5,5.05,508.59,50.7,1,0.5889891023275814
3,2,13,440,2,0.0,4,5.87,387.67,999.0,1,0.6733918176787002
3,4,31,212,0,11.96,4,5.34,432.53,17.72,0,0.12080770462293713
1,0,312,66,0,8.38,7,3.9,37.49,7.88,0,0.30364216252558285
5,3,373,79,0,0.0,5,5.95,114.79,999.0,0,0.3331891698580977
6,4,301,454,2,7.04,1,2.61,397.3,64.46,0,0.22215813503980866
4,4,84,518,2,0.0,1,2.8,402.25,999.0,0,0.2655893539728549
1,0,375,70,0,0.0,4,1.77,506.8,999.0,0,0.23279922699068015
0,5,201,304,2,0.0,3,4.43,299.77,999.0,0,0.4119749382016767
0,0,144,262,2,0.0,1,2.64,425.21,999.0,0,0.3445256249946831
4,2,16,290,2,0.0,0,4.28,260.26,999.0,1,0.5167918091012623
4,1,67,75,0,0.0,8,4.11,140.03,999.0,0,0.32950658577744496
5,5,5,222,0,2.2,10,0.23,260.85,100.72,1,0.6931567484050195
7,5,332,118,0,6.68,7,2.07,61.74,17.66,0,0.24237652476521096
5,1,137,134,0,23.28,1,4.11,57.72,5.76,0,0.09541244867175885
6,1,54,342,2,0.0,13,1.04,440.45,999.0,0,0.6515283221866621
4,3,385,378,2,15.41,3,0.21,80.92,24.53,0,0.3402581504309968
5,0,324,260,2,23.84,5,5.68,221.7,10.9,0,0.28457835929038383
0,7,103,511,2,0.0,4,0.04,104.12,999.0,0,0.48438439043261244
4,5,371,181,0,0.0,13,4.32,40.0,999.0,0,0.48316516735718884
2,5,393,235,0,20.31,1,0.59,28.66,11.57,0,0.12988911870540454
3,1,303,100,0,23.6,1,0.15,365.15,4.24,0,0.11778321118568841
1,2,369,462,2,0.0,4,3.97,510.28,999.0,0,0.4351464817387447
7,4,376,78,0,8.39,4,4.8,173.52,9.3,0,0.1210061751286863
5,0,77,414,2,0.0,15,1.46,563.37,999.0,0,0.6020191922414465
6,6,143,561,2,0.0,1,2.01,572.27,999.0,0,0.2825272321988878
2,7,76,277,2,4.73,15,2.82,378.17,58.62,0,0.4580295434563354
6,7,235,519,2,1.67,0,3.06,536.65,311.48,0,0.16017328497228459
0,3,325,367,2,0.0,6,4.45,76.31,999.0,0,0.4646558006892251
2,0,288,184,0,16.8,12,0.5,432.08,10.96,0,0.387016642844723
0,1,229,154,0,14.74,3,4.08,241.19,10.45,0,0.16711867267537256
6,0,350,575,2,22.91,13,4.66,586.98,25.1,0,0.5321027019300462
0,4,1,245,0,0.0,15,2.35,300.38,999.0,1,0.7808891794788738
0,6,118,211,0,5.46,1,2.35,427.28,38.62,0,0.07913211029533092
7,6,5,348,2,0.0,1,2.04,554.45,999.0,1,0.6234532041028888
0,3,23,426,2,0.0,11,0.29,431.63,999.0,1,0.9498865271699346
0,5,190,441,2,23.2,2,3.51,454.31,19.01,0,0.26698036700564276
2,4,109,427,2,0.0,11,0.08,124.43,999.0,0,0.6631989729582598
0,7,205,94,0,0.0,9,3.67,331.23,999.0,0,0.4075668680906139
4,0,122,137,0,0.0,14,2.65,346.83,999.0,0,0.5046792873998319
1,1,393,489,2,10.89,11,0.14,422.0,44.92,0,0.5445560611952442
0,4,97,505,2,0.0,3,1.99,278.55,999.0,0,0.403354918664385
2,2,318,329,2,0.0,12,0.21,134.74,999.0,0,0.6514016010563102
3,6,254,298,2,13.88,11,5.29,293.75,21.47,0,0.47406682358988395
3,5,39,323,2,6.21,9,1.21,561.77,52.03,0,0.457576265514826
1,2,30,469,2,0.0,6,2.96,71.62,999.0,0,0.42225582651705407
0,3,325,146,0,0.0,4,5.08,169.11,999.0,0,0.20962043435520705
6,0,306,25,0,14.42,15,4.23,330.17,1.73,0,0.38561924518961943
1,6,205,86,0,14.06,12,1.56,174.2,6.12,0,0.36190681938646085
4,3,303,295,2,18.62,2,2.61,395.18,15.84,0,0.18901654448163152
2,7,354,454,2,0.0,0,2.04,472.7,999.0,0,0.32499307232249175
0,2,371,390,2,0.0,9,5.11,259.12,999.0,0,0.6045236929038988
2,1,363,543,2,14.69,12,5.42,526.66,36.95,0,0.5049713464761953
3,3,343,599,2,11.24,11,1.14,371.76,53.27,0,0.43760690528056767
0,2,120,554,2,7.35,13,0.51,390.62,75.36,0,0.48621725858917164
3,3,343,451,2,22.6,1,3.72,510.5,19.96,0,0.20345084827776694
7,5,115,479,2,15.07,12,4.52,80.72,31.78,0,0.515839181439117
4,2,364,586,2,0.0,9,5.59,116.25,999.0,0,0.5764642328654704
5,2,104,302,2,0.0,10,0.42,586.37,999.0,0,0.6885293652838439
1,6,252,412,2,18.38,1,0.53,239.29,22.42,0,0.26778932021951773
5,7,258,163,0,0.0,11,5.09,229.11,999.0,0,0.4256954947907873
3,5,129,42,0,15.7,9,3.76,30.3,2.68,0,0.2859074486028604
6,3,270,203,0,18.66,12,3.62,33.14,10.88,0,0.30437642305995827
4,4,311,543,2,0.0,4,3.63,254.57,999.0,0,0.39768895344872546
3,2,352,569,2,0.0,2,2.07,562.63,999.0,0,0.29665914244595637
0,7,308,106,0,15.45,15,3.1,567.41,6.86,0,0.29908432754181036
0,3,123,283,2,0.0,5,3.64,106.4,999.0,0,0.5090140804459995
4,5,140,89,0,0.0,15,3.36,82.67,999.0,0,0.46807252451013315
4,2,180,24,1,11.45,7,3.16,97.07,2.1,0,0.29249362540245
5,0,333,56,0,11.08,14,2.68,213.11,5.05,0,0.29007038030138593
5,3,384,326,2,12.1,1,3.91,247.63,26.93,0,0.19628092885820128
3,6,35,275,2,4.52,15,1.69,597.15,60.85,0,0.5217377056135795
1,6,377,229,0,3.75,13,2.49,57.35,61.14,0,0.3230303342714648
2,4,335,247,0,10.41,2,2.66,113.94,23.72,0,0.08795216376887838
5,7,243,207,0,1.5,2,1.56,549.2,137.6,0,0.0575379231691591
7,4,393,88,0,14.89,0,5.39,54.91,5.91,0,0.06902483111179748
2,5,212,523,2,19.75,13,4.97,278.74,26.48,0,0.4599287458889525
7,7,246,391,2,0.0,4,1.35,564.56,999.0,0,0.41453184094599493
1,4,177,117,0,22.15,8,3.95,23.78,5.28,0,0.24132588797661883
2,6,183,441,2,0.0,7,5.48,238.33,999.0,0,0.49743340431615113
2,7,190,257,2,8.53,0,1.41,196.87,30.14,0,0.18606741097746554
3,7,185,366,2,8.23,9,3.77,118.32,44.47,0,0.4803007002911818
4,7,18,339,2,6.43,15,5.19,227.67,52.75,1,0.8151582813638781
3,0,35,575,2,18.21,12,4.64,526.8,31.57,0,0.44972528502478104
7,0,140,245,0,12.79,4,5.2,321.29,19.16,0,0.10553331647928559
5,3,139,272,2,0.0,14,5.39,159.24,999.0,0,0.5881503984130012
4,2,144,62,0,3.9,0,1.81,266.1,15.91,0,0.03301894639602511
0,7,206,204,0,22.21,5,2.93,198.26,9.19,0,0.22662590783716727
1,1,180,456,2,0.0,15,4.69,331.47,999.0,0,0.5909652762614889
6,1,207,160,0,1.62,6,2.27,294.75,98.5,0,0.19229639533270618
7,3,33,298,2,0.0,2,3.41,509.22,999.0,0,0.3417362031565565
6,1,218,173,0,7.77,13,2.88,555.07,22.27,0,0.310675126852732
1,2,93,319,2,0.0,4,1.55,254.79,999.0,0,0.4750166118947612
6,7,22,466,2,2.56,2,3.83,320.91,181.85,1,0.522493803464747
7,2,171,467,2,0.0,6,5.74,598.02,999.0,0,0.49371865388997377
0,0,318,193,0,0.0,7,4.66,158.72,999.0,0,0.3549341871166701
2,4,245,98,0,24.1,10,3.11,127.7,4.07,0,0.31168787713226526
1,1,290,341,2,0.0,0,2.71,35.09,999.0,0,0.2847452677537385
6,3,60,214,0,2.43,9,1.88,341.05,88.07,0,0.28117962831280924
4,2,179,330,2,0.0,11,1.47,422.73,999.0,0,0.6385275671607393
2,1,17,102,0,4.01,12,2.71,466.17,25.42,1,0.641491666199872
4,5,293,459,2,0.0,3,4.22,298.45,999.0,0,0.36924505605870067
2,5,283,200,0,0.0,8,4.81,145.51,999.0,0,0.3827939490415715
6,3,203,482,2,0.0,13,3.0,156.46,999.0,0,0.6259247683153034
4,4,369,316,2,0.0,0,3.97,559.9,999.0,0,0.253278491274945
2,6,230,197,0,0.0,12,4.92,474.9,999.0,0,0.4429704643552934
4,2,316,143,0,0.0,5,1.6,172.33,999.0,0,0.25549742547478943
5,0,221,494,2,0.0,1,3.46,447.96,999.0,0,0.32231673712742115
2,1,49,141,0,0.0,4,4.34,376.81,999.0,0,0.22103635828571608
0,1,189,2,1,19.53,11,5.64,304.24,0.1,0,0.3410973898279299
6,0,371,397,2,0.0,1,1.86,580.81,999.0,0,0.2656964550669183
5,4,216,533,2,0.0,3,4.92,543.58,999.0,0,0.35134682326107064
3,6,1,366,2,0.0,5,0.61,531.77,999.0,1,0.699800515269595
5,4,295,340,2,0.0,2,4.55,294.91,999.0,0,0.38224881610459627
1,6,319,48,0,0.0,7,2.28,58.14,999.0,0,0.3712130642082966
5,2,10,377,2,24.46,6,4.72,34.53,15.41,1,0.6504025454432452
0,1,216,532,2,0.0,10,5.36,498.03,999.0,0,0.5760026833325883
6,0,320,394,2,7.3,11,3.79,590.17,53.97,0,0.5086266615391543
7,3,65,60,0,0.07,1,5.68,235.54,804.67,0,0.042172269822473324
0,5,113,183,0,19.86,13,4.47,557.7,9.21,0,0.37125907598911534
0,4,306,507,2,1.08,8,3.31,426.57,469.32,0,0.42472442158127777
1,6,292,215,0,4.07,1,5.06,537.51,52.77,0,0.07863490643438696
7,4,52,82,0,0.0,11,1.19,76.92,999.0,0,0.3901764082024507
1,6,394,409,2,0.0,11,0.93,589.73,999.0,0,0.662422743756271
5,6,272,43,0,0.0,8,0.87,28.13,999.0,0,0.45093721122718267
2,5,397,552,2,20.71,15,3.08,135.94,26.65,0,0.5158065368106004
0,3,245,24,1,5.36,6,4.51,108.97,4.48,0,0.20618660935803879
6,4,266,363,2,0.0,14,1.51,286.08,999.0,0,0.6161460209586995
3,4,12,357,2,0.0,8,0.09,53.23,999.0,1,0.8112057706547191
1,3,364,395,2,0.0,0,0.22,180.17,999.0,0,0.3594411782215227
4,1,371,138,0,17.05,3,0.05,440.58,8.09,0,0.13811638265461723
5,2,163,334,2,22.1,4,1.94,229.46,15.11,0,0.24739808154544227
4,1,80,577,2,0.0,2,5.47,53.96,999.0,0,0.3168907278132496
2,1,171,149,0,0.0,15,4.84,83.56,999.0,0,0.4015485342307282
4,3,81,256,2,0.0,12,4.5,558.29,999.0,0,0.5662629404050891
6,1,68,126,0,9.7,9,3.1,551.78,12.99,0,0.3594381280277184
0,0,40,65,0,0.0,7,5.86,33.3,999.0,0,0.34437192146905354
6,5,189,399,2,0.0,5,1.33,441.65,999.0,0,0.485857937321969
3,6,259,314,2,0.0,9,1.69,536.74,999.0,0,0.5390259060281101
0,7,136,57,0,0.0,0,2.06,375.96,999.0,0,0.07088898743518655
4,2,269,70,0,0.0,12,0.91,572.52,999.0,0,0.4524432860461563
1,0,359,513,2,12.26,9,5.72,90.94,41.84,0,0.4040492931300506
5,1,180,471,2,0.0,11,2.04,72.82,999.0,0,0.5874383088287314
5,5,86,434,2,6.4,4,0.83,300.67,67.82,0,0.26033110042777724
4,2,136,537,2,0.0,1,3.98,33.05,999.0,0,0.2805899245296881
1,7,89,393,2,0.0,7,4.31,104.45,999.0,0,0.4914842032418728
5,7,265,113,0,0.0,3,1.75,576.11,999.0,0,0.26960308442689257
2,5,117,62,0,0.0,8,5.1,147.37,999.0,0,0.32782496349415297
1,3,34,288,2,10.61,5,0.5,164.03,27.15,0,0.36698735795688886
0,5,172,141,0,18.47,15,0.14,403.14,7.63,0,0.37564168021221855
4,7,205,484,2,15.31,5,2.11,409.68,31.6,0,0.32232423184630205
4,1,33,216,0,8.69,13,4.72,378.51,24.85,0,0.33563745330426104
2,7,362,412,2,4.75,0,5.67,276.88,86.74,0,0.21928847501214715
4,7,161,48,0,16.45,5,0.77,75.19,2.92,0,0.15653119784003405
7,0,375,288,2,3.56,7,1.41,436.29,80.91,0,0.3505965636464017
1,4,119,217,0,0.0,13,5.91,448.42,999.0,0,0.4845745532629217
7,4,348,314,2,22.78,15,0.24,86.4,13.78,0,0.532915057856324
5,1,57,120,0,9.25,4,1.44,54.82,12.97,0,0.12167048874025271
1,5,332,377,2,23.39,0,1.09,194.83,16.11,0,0.13522805190373083
2,4,174,521,2,13.44,12,4.44,513.39,38.76,0,0.4835175988696716
4,7,332,564,2,0.0,0,2.14,422.35,999.0,0,0.3052486667622429
1,7,271,264,2,15.8,1,0.36,445.31,16.71,0,0.2665287486447202
4,2,142,314,2,23.43,6,2.44,268.1,13.4,0,0.3082592264591983
